imgId,file,origResolution,infiPredPerson,infiProbPerson,gtPerson,infiCorrect,infiType,yoloModel,latencyMs,prepMs,totalMs,deadlineMiss,stateName,snapshotCpu,snapshotTemp,snapshotFreqs,preprocessMode
440184,000000440184.jpg,640x425,1,0.999982,1,1,TP,yolov8l_bsz4.ms,114.50,106.00,0,220.50,0,Idle,5.17,35.00,,fused
151000,000000151000.jpg,640x426,1,0.999981,1,1,TP,yolov8l_bsz4.ms,114.50,106.00,0,220.50,0,Idle,5.17,35.00,,fused
466125,000000466125.jpg,427x640,1,0.999981,1,1,TP,yolov8l_bsz4.ms,114.50,106.00,0,220.50,0,Idle,5.17,35.00,,fused
319534,000000319534.jpg,640x480,1,0.999981,1,1,TP,yolov8l_bsz4.ms,115.25,129.25,0,244.50,0,Idle,5.22,35.00,,fused
6763,000000006763.jpg,375x500,1,0.999981,1,1,TP,yolov8l_bsz4.ms,115.25,129.25,0,244.50,0,Idle,5.22,35.00,,fused
445834,000000445834.jpg,640x427,1,0.999981,1,1,TP,yolov8l_bsz4.ms,115.25,129.25,0,244.50,0,Idle,5.22,35.00,,fused
432085,000000432085.jpg,500x375,1,0.999981,1,1,TP,yolov8l_bsz4.ms,115.25,129.25,0,244.50,0,Idle,5.22,35.00,,fused
224675,000000224675.jpg,400x300,1,0.999981,1,1,TP,yolov8l_bsz4.ms,112.25,113.75,0,226.00,0,Idle,5.18,35.00,,fused
163682,000000163682.jpg,427x640,1,0.999981,1,1,TP,yolov8l_bsz4.ms,112.25,113.75,0,226.00,0,Idle,5.18,35.00,,fused
465180,000000465180.jpg,640x426,1,0.999981,1,1,TP,yolov8l_bsz4.ms,112.25,113.75,0,226.00,0,Idle,5.18,35.00,,fused
96493,000000096493.jpg,426x640,1,0.999980,1,1,TP,yolov8l_bsz4.ms,112.25,113.75,0,226.00,0,Idle,5.18,35.00,,fused
284445,000000284445.jpg,640x594,1,0.999980,1,1,TP,yolov8l_bsz4.ms,115.25,123.00,0,238.25,0,Idle,5.23,35.00,,fused
358923,000000358923.jpg,640x428,1,0.999980,1,1,TP,yolov8l_bsz4.ms,115.25,123.00,0,238.25,0,Idle,5.23,35.00,,fused
368294,000000368294.jpg,640x426,1,0.999979,1,1,TP,yolov8l_bsz4.ms,115.25,123.00,0,238.25,0,Idle,5.23,35.00,,fused
121031,000000121031.jpg,640x451,1,0.999979,1,1,TP,yolov8l_bsz4.ms,115.25,123.00,0,238.25,0,Idle,5.23,35.00,,fused
371749,000000371749.jpg,500x375,1,0.999979,1,1,TP,yolov8l_bsz4.ms,112.00,129.00,0,241.00,0,Idle,5.32,35.00,,fused
121673,000000121673.jpg,500x375,1,0.999979,1,1,TP,yolov8l_bsz4.ms,112.00,129.00,0,241.00,0,Idle,5.32,35.00,,fused
119088,000000119088.jpg,500x375,1,0.999979,1,1,TP,yolov8l_bsz4.ms,112.00,129.00,0,241.00,0,Idle,5.32,35.00,,fused
50380,000000050380.jpg,640x427,1,0.999979,1,1,TP,yolov8l_bsz4.ms,112.00,129.00,0,241.00,0,Idle,5.32,35.00,,fused
551215,000000551215.jpg,480x640,1,0.999978,1,1,TP,yolov8l_bsz4.ms,113.25,114.00,0,227.25,0,Idle,4.04,35.00,,fused
297578,000000297578.jpg,500x281,1,0.999978,1,1,TP,yolov8l_bsz4.ms,113.25,114.00,0,227.25,0,Idle,4.04,35.00,,fused
350148,000000350148.jpg,480x640,1,0.999978,1,1,TP,yolov8l_bsz4.ms,113.25,114.00,0,227.25,0,Idle,4.04,35.00,,fused
130826,000000130826.jpg,640x480,1,0.999978,1,1,TP,yolov8l_bsz4.ms,113.25,114.00,0,227.25,0,Idle,4.04,35.00,,fused
481567,000000481567.jpg,640x480,1,0.999978,1,1,TP,yolov8l_bsz4.ms,114.00,135.75,0,249.75,0,Idle,4.84,35.00,,fused
150417,000000150417.jpg,640x480,1,0.999978,1,1,TP,yolov8l_bsz4.ms,114.00,135.75,0,249.75,0,Idle,4.84,35.00,,fused
382111,000000382111.jpg,640x427,1,0.999977,1,1,TP,yolov8l_bsz4.ms,114.00,135.75,0,249.75,0,Idle,4.84,35.00,,fused
197658,000000197658.jpg,582x640,1,0.999977,1,1,TP,yolov8l_bsz4.ms,114.00,135.75,0,249.75,0,Idle,4.84,35.00,,fused
489764,000000489764.jpg,640x538,1,0.999977,1,1,TP,yolov8l_bsz4.ms,114.50,113.75,0,228.25,0,Idle,5.11,35.00,,fused
334309,000000334309.jpg,640x427,1,0.999976,1,1,TP,yolov8l_bsz4.ms,114.50,113.75,0,228.25,0,Idle,5.11,35.00,,fused
474078,000000474078.jpg,640x480,1,0.999976,1,1,TP,yolov8l_bsz4.ms,114.50,113.75,0,228.25,0,Idle,5.11,35.00,,fused
127530,000000127530.jpg,640x440,1,0.999976,1,1,TP,yolov8l_bsz4.ms,114.50,113.75,0,228.25,0,Idle,5.11,35.00,,fused
576031,000000576031.jpg,640x480,1,0.999976,1,1,TP,yolov8l_bsz4.ms,114.25,129.25,0,243.50,0,Idle,5.05,35.00,,fused
491867,000000491867.jpg,480x640,1,0.999976,1,1,TP,yolov8l_bsz4.ms,114.25,129.25,0,243.50,0,Idle,5.05,35.00,,fused
404922,000000404922.jpg,368x500,1,0.999976,1,1,TP,yolov8l_bsz4.ms,114.25,129.25,0,243.50,0,Idle,5.05,35.00,,fused
192670,000000192670.jpg,640x433,1,0.999976,1,1,TP,yolov8l_bsz4.ms,114.25,129.25,0,243.50,0,Idle,5.05,35.00,,fused
115898,000000115898.jpg,640x427,1,0.999975,1,1,TP,yolov8l_bsz4.ms,120.00,118.25,0,238.25,0,Idle,5.05,35.00,,fused
410456,000000410456.jpg,640x480,1,0.999975,1,1,TP,yolov8l_bsz4.ms,120.00,118.25,0,238.25,0,Idle,5.05,35.00,,fused
13201,000000013201.jpg,427x640,1,0.999975,1,1,TP,yolov8l_bsz4.ms,120.00,118.25,0,238.25,0,Idle,5.05,35.00,,fused
68093,000000068093.jpg,640x480,1,0.999975,1,1,TP,yolov8l_bsz4.ms,120.00,118.25,0,238.25,0,Idle,5.05,35.00,,fused
1296,000000001296.jpg,427x640,1,0.999975,1,1,TP,yolov8l_bsz4.ms,111.50,106.25,0,217.75,0,Idle,5.20,35.00,,fused
485071,000000485071.jpg,640x426,1,0.999974,1,1,TP,yolov8l_bsz4.ms,111.50,106.25,0,217.75,0,Idle,5.20,35.00,,fused
566923,000000566923.jpg,640x426,1,0.999974,1,1,TP,yolov8l_bsz4.ms,111.50,106.25,0,217.75,0,Idle,5.20,35.00,,fused
559543,000000559543.jpg,500x333,1,0.999973,1,1,TP,yolov8l_bsz4.ms,111.50,106.25,0,217.75,0,Idle,5.20,35.00,,fused
416104,000000416104.jpg,640x480,1,0.999973,1,1,TP,yolov8l_bsz4.ms,112.50,114.25,0,226.75,0,Idle,4.87,35.00,,fused
328337,000000328337.jpg,640x427,1,0.999973,1,1,TP,yolov8l_bsz4.ms,112.50,114.25,0,226.75,0,Idle,4.87,35.00,,fused
356427,000000356427.jpg,640x427,1,0.999972,1,1,TP,yolov8l_bsz4.ms,112.50,114.25,0,226.75,0,Idle,4.87,35.00,,fused
327601,000000327601.jpg,333x500,1,0.999972,1,1,TP,yolov8l_bsz4.ms,112.50,114.25,0,226.75,0,Idle,4.87,35.00,,fused
456015,000000456015.jpg,640x427,1,0.999972,1,1,TP,yolov8l_bsz4.ms,115.00,115.75,0,230.75,0,Idle,4.93,35.00,,fused
494188,000000494188.jpg,480x640,1,0.999972,1,1,TP,yolov8l_bsz4.ms,115.00,115.75,0,230.75,0,Idle,4.93,35.00,,fused
114884,000000114884.jpg,500x329,1,0.999972,1,1,TP,yolov8l_bsz4.ms,115.00,115.75,0,230.75,0,Idle,4.93,35.00,,fused
326174,000000326174.jpg,640x480,1,0.999972,1,1,TP,yolov8l_bsz4.ms,115.00,115.75,0,230.75,0,Idle,4.93,35.00,,fused
54164,000000054164.jpg,640x427,1,0.999972,1,1,TP,yolov8l_bsz4.ms,114.25,114.75,0,229.00,0,Idle,4.97,35.00,,fused
185890,000000185890.jpg,509x640,1,0.999971,1,1,TP,yolov8l_bsz4.ms,114.25,114.75,0,229.00,0,Idle,4.97,35.00,,fused
143961,000000143961.jpg,640x356,1,0.999971,1,1,TP,yolov8l_bsz4.ms,114.25,114.75,0,229.00,0,Idle,4.97,35.00,,fused
193429,000000193429.jpg,640x428,1,0.999971,1,1,TP,yolov8l_bsz4.ms,114.25,114.75,0,229.00,0,Idle,4.97,35.00,,fused
136715,000000136715.jpg,640x425,1,0.999971,1,1,TP,yolov8l_bsz4.ms,112.50,123.25,0,235.75,0,Idle,5.01,35.00,,fused
322944,000000322944.jpg,457x640,1,0.999971,1,1,TP,yolov8l_bsz4.ms,112.50,123.25,0,235.75,0,Idle,5.01,35.00,,fused
102411,000000102411.jpg,640x427,1,0.999971,1,1,TP,yolov8l_bsz4.ms,112.50,123.25,0,235.75,0,Idle,5.01,35.00,,fused
22479,000000022479.jpg,640x605,1,0.999970,1,1,TP,yolov8l_bsz4.ms,112.50,123.25,0,235.75,0,Idle,5.01,35.00,,fused
188296,000000188296.jpg,640x609,1,0.999970,1,1,TP,yolov8l_bsz4.ms,114.25,120.75,0,235.00,0,Idle,6.86,35.00,,fused
256868,000000256868.jpg,640x428,1,0.999970,1,1,TP,yolov8l_bsz4.ms,114.25,120.75,0,235.00,0,Idle,6.86,35.00,,fused
25424,000000025424.jpg,427x640,1,0.999970,1,1,TP,yolov8l_bsz4.ms,114.25,120.75,0,235.00,0,Idle,6.86,35.00,,fused
133244,000000133244.jpg,640x359,1,0.999970,1,1,TP,yolov8l_bsz4.ms,114.25,120.75,0,235.00,0,Idle,6.86,35.00,,fused
423506,000000423506.jpg,375x500,1,0.999969,1,1,TP,yolov8l_bsz4.ms,114.00,108.75,0,222.75,0,Idle,6.12,35.00,,fused
345466,000000345466.jpg,500x375,1,0.999967,1,1,TP,yolov8l_bsz4.ms,114.00,108.75,0,222.75,0,Idle,6.12,35.00,,fused
361147,000000361147.jpg,417x640,1,0.999967,1,1,TP,yolov8l_bsz4.ms,114.00,108.75,0,222.75,0,Idle,6.12,35.00,,fused
511760,000000511760.jpg,296x640,1,0.999967,1,1,TP,yolov8l_bsz4.ms,114.00,108.75,0,222.75,0,Idle,6.12,35.00,,fused
567011,000000567011.jpg,640x426,1,0.999967,1,1,TP,yolov8l_bsz4.ms,112.75,120.50,0,233.25,0,Idle,6.12,35.00,,fused
562207,000000562207.jpg,640x425,1,0.999967,1,1,TP,yolov8l_bsz4.ms,112.75,120.50,0,233.25,0,Idle,6.12,35.00,,fused
343524,000000343524.jpg,640x447,1,0.999966,1,1,TP,yolov8l_bsz4.ms,112.75,120.50,0,233.25,0,Idle,6.12,35.00,,fused
153229,000000153229.jpg,640x457,1,0.999966,1,1,TP,yolov8l_bsz4.ms,112.75,120.50,0,233.25,0,Idle,6.12,35.00,,fused
238410,000000238410.jpg,640x480,1,0.999966,1,1,TP,yolov8l_bsz4.ms,113.25,126.75,0,240.00,0,Idle,5.05,36.00,,fused
57150,000000057150.jpg,240x320,1,0.999965,1,1,TP,yolov8l_bsz4.ms,113.25,126.75,0,240.00,0,Idle,5.05,36.00,,fused
507797,000000507797.jpg,640x425,1,0.999965,1,1,TP,yolov8l_bsz4.ms,113.25,126.75,0,240.00,0,Idle,5.05,36.00,,fused
192699,000000192699.jpg,640x457,1,0.999965,1,1,TP,yolov8l_bsz4.ms,113.25,126.75,0,240.00,0,Idle,5.05,36.00,,fused
188592,000000188592.jpg,480x640,1,0.999965,1,1,TP,yolov8l_bsz4.ms,114.50,120.50,0,235.00,0,Idle,4.98,36.00,,fused
236426,000000236426.jpg,640x429,1,0.999965,1,1,TP,yolov8l_bsz4.ms,114.50,120.50,0,235.00,0,Idle,4.98,36.00,,fused
442836,000000442836.jpg,640x457,1,0.999965,1,1,TP,yolov8l_bsz4.ms,114.50,120.50,0,235.00,0,Idle,4.98,36.00,,fused
568439,000000568439.jpg,640x449,1,0.999963,1,1,TP,yolov8l_bsz4.ms,114.50,120.50,0,235.00,0,Idle,4.98,36.00,,fused
375493,000000375493.jpg,640x480,1,0.999963,1,1,TP,yolov8l_bsz4.ms,114.00,119.75,0,233.75,0,Idle,5.09,36.00,,fused
157767,000000157767.jpg,640x427,1,0.999962,1,1,TP,yolov8l_bsz4.ms,114.00,119.75,0,233.75,0,Idle,5.09,36.00,,fused
556000,000000556000.jpg,640x515,1,0.999962,1,1,TP,yolov8l_bsz4.ms,114.00,119.75,0,233.75,0,Idle,5.09,36.00,,fused
425361,000000425361.jpg,640x491,1,0.999962,1,1,TP,yolov8l_bsz4.ms,114.00,119.75,0,233.75,0,Idle,5.09,36.00,,fused
27186,000000027186.jpg,640x428,1,0.999962,1,1,TP,yolov8l_bsz4.ms,113.75,103.25,0,217.00,0,Idle,5.13,36.00,,fused
553731,000000553731.jpg,640x428,1,0.999961,1,1,TP,yolov8l_bsz4.ms,113.75,103.25,0,217.00,0,Idle,5.13,36.00,,fused
369310,000000369310.jpg,395x640,1,0.999961,1,1,TP,yolov8l_bsz4.ms,113.75,103.25,0,217.00,0,Idle,5.13,36.00,,fused
253835,000000253835.jpg,640x480,1,0.999960,1,1,TP,yolov8l_bsz4.ms,113.75,103.25,0,217.00,0,Idle,5.13,36.00,,fused
320642,000000320642.jpg,500x321,1,0.999960,1,1,TP,yolov8l_bsz4.ms,112.75,122.50,0,235.25,0,Idle,5.14,36.00,,fused
216296,000000216296.jpg,640x427,1,0.999960,1,1,TP,yolov8l_bsz4.ms,112.75,122.50,0,235.25,0,Idle,5.14,36.00,,fused
92091,000000092091.jpg,640x480,1,0.999960,1,1,TP,yolov8l_bsz4.ms,112.75,122.50,0,235.25,0,Idle,5.14,36.00,,fused
194716,000000194716.jpg,640x427,1,0.999960,1,1,TP,yolov8l_bsz4.ms,112.75,122.50,0,235.25,0,Idle,5.14,36.00,,fused
509403,000000509403.jpg,640x427,1,0.999960,1,1,TP,yolov8l_bsz4.ms,114.00,130.25,0,244.25,0,Idle,5.15,36.00,,fused
244750,000000244750.jpg,393x500,1,0.999959,1,1,TP,yolov8l_bsz4.ms,114.00,130.25,0,244.25,0,Idle,5.15,36.00,,fused
514797,000000514797.jpg,640x439,1,0.999958,1,1,TP,yolov8l_bsz4.ms,114.00,130.25,0,244.25,0,Idle,5.15,36.00,,fused
12748,000000012748.jpg,480x640,1,0.999958,1,1,TP,yolov8l_bsz4.ms,114.00,130.25,0,244.25,0,Idle,5.15,36.00,,fused
190307,000000190307.jpg,540x640,1,0.999958,1,1,TP,yolov8l_bsz4.ms,114.50,117.50,0,232.00,0,Idle,5.18,36.00,,fused
412894,000000412894.jpg,427x640,1,0.999957,1,1,TP,yolov8l_bsz4.ms,114.50,117.50,0,232.00,0,Idle,5.18,36.00,,fused
132796,000000132796.jpg,640x426,1,0.999957,1,1,TP,yolov8l_bsz4.ms,114.50,117.50,0,232.00,0,Idle,5.18,36.00,,fused
475064,000000475064.jpg,640x427,1,0.999955,1,1,TP,yolov8l_bsz4.ms,114.50,117.50,0,232.00,0,Idle,5.18,36.00,,fused
485027,000000485027.jpg,337x640,1,0.999955,1,1,TP,yolov8l_bsz4.ms,114.50,105.00,0,219.50,0,Idle,5.20,36.00,,fused
437239,000000437239.jpg,640x425,1,0.999954,1,1,TP,yolov8l_bsz4.ms,114.50,105.00,0,219.50,0,Idle,5.20,36.00,,fused
549390,000000549390.jpg,640x427,1,0.999954,1,1,TP,yolov8l_bsz4.ms,114.50,105.00,0,219.50,0,Idle,5.20,36.00,,fused
414673,000000414673.jpg,500x332,1,0.999954,1,1,TP,yolov8l_bsz4.ms,114.50,105.00,0,219.50,0,Idle,5.20,36.00,,fused
246963,000000246963.jpg,640x420,1,0.999953,1,1,TP,yolov8l_bsz4.ms,114.00,107.00,0,221.00,0,Idle,4.83,36.00,,fused
150649,000000150649.jpg,500x311,1,0.999953,1,1,TP,yolov8l_bsz4.ms,114.00,107.00,0,221.00,0,Idle,4.83,36.00,,fused
312489,000000312489.jpg,500x333,1,0.999952,1,1,TP,yolov8l_bsz4.ms,114.00,107.00,0,221.00,0,Idle,4.83,36.00,,fused
320696,000000320696.jpg,640x427,1,0.999952,1,1,TP,yolov8l_bsz4.ms,114.00,107.00,0,221.00,0,Idle,4.83,36.00,,fused
465549,000000465549.jpg,640x428,1,0.999951,1,1,TP,yolov8l_bsz4.ms,114.25,112.00,0,226.25,0,Idle,4.83,36.00,,fused
520264,000000520264.jpg,640x480,1,0.999950,1,1,TP,yolov8l_bsz4.ms,114.25,112.00,0,226.25,0,Idle,4.83,36.00,,fused
243148,000000243148.jpg,640x360,1,0.999950,1,1,TP,yolov8l_bsz4.ms,114.25,112.00,0,226.25,0,Idle,4.83,36.00,,fused
327701,000000327701.jpg,640x428,1,0.999949,1,1,TP,yolov8l_bsz4.ms,114.25,112.00,0,226.25,0,Idle,4.83,36.00,,fused
470779,000000470779.jpg,640x479,1,0.999949,1,1,TP,yolov8l_bsz4.ms,113.50,107.00,0,220.50,0,Idle,4.44,36.00,,fused
499031,000000499031.jpg,427x640,1,0.999949,1,1,TP,yolov8l_bsz4.ms,113.50,107.00,0,220.50,0,Idle,4.44,36.00,,fused
142620,000000142620.jpg,640x426,1,0.999948,1,1,TP,yolov8l_bsz4.ms,113.50,107.00,0,220.50,0,Idle,4.44,36.00,,fused
319100,000000319100.jpg,500x333,1,0.999948,1,1,TP,yolov8l_bsz4.ms,113.50,107.00,0,220.50,0,Idle,4.44,36.00,,fused
9590,000000009590.jpg,640x427,1,0.999947,1,1,TP,yolov8l_bsz4.ms,113.50,124.25,0,237.75,0,Idle,4.84,36.00,,fused
237118,000000237118.jpg,580x640,1,0.999947,1,1,TP,yolov8l_bsz4.ms,113.50,124.25,0,237.75,0,Idle,4.84,36.00,,fused
25057,000000025057.jpg,640x427,1,0.999946,1,1,TP,yolov8l_bsz4.ms,113.50,124.25,0,237.75,0,Idle,4.84,36.00,,fused
156076,000000156076.jpg,640x478,1,0.999945,1,1,TP,yolov8l_bsz4.ms,113.50,124.25,0,237.75,0,Idle,4.84,36.00,,fused
384666,000000384666.jpg,500x332,1,0.999945,1,1,TP,yolov8l_bsz4.ms,114.00,124.25,0,238.25,0,Idle,4.98,36.00,,fused
199442,000000199442.jpg,640x433,1,0.999945,1,1,TP,yolov8l_bsz4.ms,114.00,124.25,0,238.25,0,Idle,4.98,36.00,,fused
311394,000000311394.jpg,480x640,1,0.999944,1,1,TP,yolov8l_bsz4.ms,114.00,124.25,0,238.25,0,Idle,4.98,36.00,,fused
5060,000000005060.jpg,480x640,1,0.999944,1,1,TP,yolov8l_bsz4.ms,114.00,124.25,0,238.25,0,Idle,4.98,36.00,,fused
489339,000000489339.jpg,426x640,1,0.999944,1,1,TP,yolov8l_bsz4.ms,111.75,128.00,0,239.75,0,Idle,5.06,36.00,,fused
449432,000000449432.jpg,640x427,1,0.999944,1,1,TP,yolov8l_bsz4.ms,111.75,128.00,0,239.75,0,Idle,5.06,36.00,,fused
302452,000000302452.jpg,403x403,1,0.999943,1,1,TP,yolov8l_bsz4.ms,111.75,128.00,0,239.75,0,Idle,5.06,36.00,,fused
343803,000000343803.jpg,427x640,1,0.999943,1,1,TP,yolov8l_bsz4.ms,111.75,128.00,0,239.75,0,Idle,5.06,36.00,,fused
47801,000000047801.jpg,612x612,1,0.999943,1,1,TP,yolov8l_bsz4.ms,114.75,123.00,0,237.75,0,Idle,5.06,36.00,,fused
117425,000000117425.jpg,640x426,1,0.999941,1,1,TP,yolov8l_bsz4.ms,114.75,123.00,0,237.75,0,Idle,5.06,36.00,,fused
364126,000000364126.jpg,640x426,1,0.999941,1,1,TP,yolov8l_bsz4.ms,114.75,123.00,0,237.75,0,Idle,5.06,36.00,,fused
82812,000000082812.jpg,640x360,1,0.999941,1,1,TP,yolov8l_bsz4.ms,114.75,123.00,0,237.75,0,Idle,5.06,36.00,,fused
183437,000000183437.jpg,427x640,1,0.999940,1,1,TP,yolov8l_bsz4.ms,113.75,114.75,0,228.50,0,Idle,5.11,36.00,,fused
328601,000000328601.jpg,396x640,1,0.999939,1,1,TP,yolov8l_bsz4.ms,113.75,114.75,0,228.50,0,Idle,5.11,36.00,,fused
16249,000000016249.jpg,500x365,1,0.999939,1,1,TP,yolov8l_bsz4.ms,113.75,114.75,0,228.50,0,Idle,5.11,36.00,,fused
124442,000000124442.jpg,375x500,1,0.999938,1,1,TP,yolov8l_bsz4.ms,113.75,114.75,0,228.50,0,Idle,5.11,36.00,,fused
407298,000000407298.jpg,640x480,1,0.999937,1,1,TP,yolov8l_bsz4.ms,114.25,133.50,0,247.75,0,Idle,5.16,36.00,,fused
293625,000000293625.jpg,640x480,1,0.999936,1,1,TP,yolov8l_bsz4.ms,114.25,133.50,0,247.75,0,Idle,5.16,36.00,,fused
65736,000000065736.jpg,640x427,1,0.999936,1,1,TP,yolov8l_bsz4.ms,114.25,133.50,0,247.75,0,Idle,5.16,36.00,,fused
183391,000000183391.jpg,632x640,1,0.999936,1,1,TP,yolov8l_bsz4.ms,114.25,133.50,0,247.75,0,Idle,5.16,36.00,,fused
240250,000000240250.jpg,612x612,1,0.999935,1,1,TP,yolov8l_bsz4.ms,114.50,120.50,0,235.00,0,Idle,5.20,36.00,,fused
428867,000000428867.jpg,500x333,1,0.999935,0,0,FP,yolov8l_bsz4.ms,114.50,120.50,0,235.00,0,Idle,5.20,36.00,,fused
164883,000000164883.jpg,500x375,1,0.999935,1,1,TP,yolov8l_bsz4.ms,114.50,120.50,0,235.00,0,Idle,5.20,36.00,,fused
121744,000000121744.jpg,640x426,1,0.999934,1,1,TP,yolov8l_bsz4.ms,114.50,120.50,0,235.00,0,Idle,5.20,36.00,,fused
311928,000000311928.jpg,640x398,1,0.999933,1,1,TP,yolov8l_bsz4.ms,120.75,115.25,0,236.00,0,Idle,5.20,36.00,,fused
563882,000000563882.jpg,640x425,1,0.999933,1,1,TP,yolov8l_bsz4.ms,120.75,115.25,0,236.00,0,Idle,5.20,36.00,,fused
177357,000000177357.jpg,640x396,1,0.999932,1,1,TP,yolov8l_bsz4.ms,120.75,115.25,0,236.00,0,Idle,5.20,36.00,,fused
54593,000000054593.jpg,640x427,1,0.999931,1,1,TP,yolov8l_bsz4.ms,120.75,115.25,0,236.00,0,Idle,5.20,36.00,,fused
146457,000000146457.jpg,640x480,1,0.999931,1,1,TP,yolov8l_bsz4.ms,113.75,121.50,0,235.25,0,Idle,5.98,36.00,,fused
497599,000000497599.jpg,427x640,1,0.999930,1,1,TP,yolov8l_bsz4.ms,113.75,121.50,0,235.25,0,Idle,5.98,36.00,,fused
554156,000000554156.jpg,640x428,1,0.999930,1,1,TP,yolov8l_bsz4.ms,113.75,121.50,0,235.25,0,Idle,5.98,36.00,,fused
521259,000000521259.jpg,640x457,1,0.999929,1,1,TP,yolov8l_bsz4.ms,113.75,121.50,0,235.25,0,Idle,5.98,36.00,,fused
164602,000000164602.jpg,640x480,1,0.999928,1,1,TP,yolov8l_bsz4.ms,113.75,114.00,0,227.75,0,Idle,4.53,36.00,,fused
253695,000000253695.jpg,427x640,1,0.999928,1,1,TP,yolov8l_bsz4.ms,113.75,114.00,0,227.75,0,Idle,4.53,36.00,,fused
189775,000000189775.jpg,640x480,1,0.999927,1,1,TP,yolov8l_bsz4.ms,113.75,114.00,0,227.75,0,Idle,4.53,36.00,,fused
22705,000000022705.jpg,482x640,1,0.999927,1,1,TP,yolov8l_bsz4.ms,113.75,114.00,0,227.75,0,Idle,4.53,36.00,,fused
327592,000000327592.jpg,640x361,1,0.999926,1,1,TP,yolov8l_bsz4.ms,114.50,109.75,0,224.25,0,Idle,4.89,36.00,,fused
532481,000000532481.jpg,640x426,1,0.999925,1,1,TP,yolov8l_bsz4.ms,114.50,109.75,0,224.25,0,Idle,4.89,36.00,,fused
521956,000000521956.jpg,500x330,1,0.999925,1,1,TP,yolov8l_bsz4.ms,114.50,109.75,0,224.25,0,Idle,4.89,36.00,,fused
261116,000000261116.jpg,500x375,1,0.999924,1,1,TP,yolov8l_bsz4.ms,114.50,109.75,0,224.25,0,Idle,4.89,36.00,,fused
2685,000000002685.jpg,640x555,1,0.999924,1,1,TP,yolov8l_bsz4.ms,112.50,138.75,0,251.25,0,Idle,4.95,36.00,,fused
73533,000000073533.jpg,640x480,1,0.999923,1,1,TP,yolov8l_bsz4.ms,112.50,138.75,0,251.25,0,Idle,4.95,36.00,,fused
273711,000000273711.jpg,640x480,1,0.999922,1,1,TP,yolov8l_bsz4.ms,112.50,138.75,0,251.25,0,Idle,4.95,36.00,,fused
151657,000000151657.jpg,385x640,1,0.999922,1,1,TP,yolov8l_bsz4.ms,112.50,138.75,0,251.25,0,Idle,4.95,36.00,,fused
248616,000000248616.jpg,640x427,1,0.999922,1,1,TP,yolov8l_bsz4.ms,113.00,121.00,0,234.00,0,Idle,4.97,36.00,,fused
84031,000000084031.jpg,640x427,1,0.999921,1,1,TP,yolov8l_bsz4.ms,113.00,121.00,0,234.00,0,Idle,4.97,36.00,,fused
86755,000000086755.jpg,640x480,1,0.999919,1,1,TP,yolov8l_bsz4.ms,113.00,121.00,0,234.00,0,Idle,4.97,36.00,,fused
546976,000000546976.jpg,500x375,1,0.999919,1,1,TP,yolov8l_bsz4.ms,113.00,121.00,0,234.00,0,Idle,4.97,36.00,,fused
301867,000000301867.jpg,640x480,1,0.999918,1,1,TP,yolov8l_bsz4.ms,114.25,130.25,0,244.50,0,Idle,5.17,36.00,,fused
226147,000000226147.jpg,480x640,1,0.999918,1,1,TP,yolov8l_bsz4.ms,114.25,130.25,0,244.50,0,Idle,5.17,36.00,,fused
243989,000000243989.jpg,500x438,1,0.999917,1,1,TP,yolov8l_bsz4.ms,114.25,130.25,0,244.50,0,Idle,5.17,36.00,,fused
60823,000000060823.jpg,640x480,1,0.999916,1,1,TP,yolov8l_bsz4.ms,114.25,130.25,0,244.50,0,Idle,5.17,36.00,,fused
11197,000000011197.jpg,640x427,1,0.999914,1,1,TP,yolov8l_bsz4.ms,114.75,106.00,0,220.75,0,Idle,5.21,36.00,,fused
466986,000000466986.jpg,640x478,1,0.999914,1,1,TP,yolov8l_bsz4.ms,114.75,106.00,0,220.75,0,Idle,5.21,36.00,,fused
55150,000000055150.jpg,640x426,1,0.999914,1,1,TP,yolov8l_bsz4.ms,114.75,106.00,0,220.75,0,Idle,5.21,36.00,,fused
244496,000000244496.jpg,276x500,1,0.999914,1,1,TP,yolov8l_bsz4.ms,114.75,106.00,0,220.75,0,Idle,5.21,36.00,,fused
97924,000000097924.jpg,600x400,1,0.999911,1,1,TP,yolov8l_bsz4.ms,112.75,127.50,0,240.25,0,Idle,5.21,36.00,,fused
190753,000000190753.jpg,640x478,1,0.999911,1,1,TP,yolov8l_bsz4.ms,112.75,127.50,0,240.25,0,Idle,5.21,36.00,,fused
363207,000000363207.jpg,640x480,1,0.999908,1,1,TP,yolov8l_bsz4.ms,112.75,127.50,0,240.25,0,Idle,5.21,36.00,,fused
438876,000000438876.jpg,500x333,1,0.999908,1,1,TP,yolov8l_bsz4.ms,112.75,127.50,0,240.25,0,Idle,5.21,36.00,,fused
345252,000000345252.jpg,640x479,1,0.999907,1,1,TP,yolov8l_bsz4.ms,111.75,128.75,0,240.50,0,Idle,5.24,36.00,,fused
516038,000000516038.jpg,480x640,1,0.999906,1,1,TP,yolov8l_bsz4.ms,111.75,128.75,0,240.50,0,Idle,5.24,36.00,,fused
529762,000000529762.jpg,640x480,1,0.999905,1,1,TP,yolov8l_bsz4.ms,111.75,128.75,0,240.50,0,Idle,5.24,36.00,,fused
